rule,paragraph,directive
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.1 Misconduct Complaint Intake and Investigation 35 Request For Withdrawal of a Complaint
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.1 Misconduct Complaint Intake and Investigation 36-38 Request For Cancellation of a Complaint Action Originally requested by an NOPD Supervisor
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.1 Misconduct Complaint Intake and Investigation 39-41 Public Integrity Bureau Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.1 Misconduct Complaint Intake and Investigation 42 Authority to Classify a Complaint
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.1 Misconduct Complaint Intake and Investigation 43-48 Complaint Classification and Assignment
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.1 Misconduct Complaint Intake and Investigation 49-50 Allegations of Misconduct Involving Use of Force
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.1 Misconduct Complaint Intake and Investigation 51 allegations of Criminal Misconduct
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.1 Misconduct Complaint Intake and Investigation 52 Allegations of Serious Misconduct
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.1 Misconduct Complaint Intake and Investigation 53 Other Misconduct Allegations
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.1 Misconduct Complaint Intake and Investigation 54 Negotiated Settlement
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.1 Misconduct Complaint Intake and Investigation 55 Community Police Mediation
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.1 Misconduct Complaint Intake and Investigation 56-60 Investigation of Alleged Criminal Conduct
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.1 Misconduct Complaint Intake and Investigation 61-63 Assignment of an Administrative Investigation
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.1 Misconduct Complaint Intake and Investigation 64 Emergency Suspension or Administrative Re-Assignment
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.1 Misconduct Complaint Intake and Investigation 65 Accused or Witness Employee Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.1 Misconduct Complaint Intake and Investigation 66-67 Administrative Investigations
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.1 Misconduct Complaint Intake and Investigation 68-69 Employee Representative During a Disciplinary Investigation Interview
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.1 Misconduct Complaint Intake and Investigation 70-76 Investigator & Investigative Protocols
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.1 Misconduct Complaint Intake and Investigation 77-78 Formal Disciplinary Investigation Due Date Calculation
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.1 Misconduct Complaint Intake and Investigation 79-81 Extension of Formal Disciplinary Investigation Due Date
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.1 Misconduct Complaint Intake and Investigation 82 PIB Liaison
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.1 Misconduct Complaint Intake and Investigation 83-85 Investigator's Unit And/or Division Commander
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.1 Misconduct Complaint Intake and Investigation 86-88 Investigator's Bureau Chief
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.1 Misconduct Complaint Intake and Investigation 89 Completion of Misconduct Investigation Initiation Form
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.1 Misconduct Complaint Intake and Investigation 90-91 Disposition of Misconduct Investigation
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.1 Misconduct Complaint Intake and Investigation 92-94 Completion of Investigation
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.1 Misconduct Complaint Intake and Investigation 95-99 PIB Duty Superintendent
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.1 Misconduct Complaint Intake and Investigation 100 Superintendent of Police
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.1 Misconduct Complaint Intake and Investigation 101 Inspection by Accused Employee of Completed Investigation
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.1 Misconduct Complaint Intake and Investigation 102 Communication with Complainant
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.1 Misconduct Complaint Intake and Investigation 103-104 Release of Information to The Public
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.1 Misconduct Complaint Intake and Investigation 105 Annual Statistical Summaries of Internal Investigations
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.1 Misconduct Complaint Intake and Investigation 106 Disciplinary Action and Investigation Forms
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.2 Misconduct Complaint Investigator Responsibilities 1 Policy Statement
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.2 Misconduct Complaint Investigator Responsibilities 2 Investigator Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.2 Misconduct Complaint Investigator Responsibilities 3-12 Accused Employee's Statement
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.2 Misconduct Complaint Investigator Responsibilities 13-17 Transcription of Statements
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.2 Misconduct Complaint Investigator Responsibilities 18-19 Correspondence to a Non-Member Complaint
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.2 Misconduct Complaint Investigator Responsibilities 20-27 The Investigation
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.2 Misconduct Complaint Investigator Responsibilities 28-33 Credibility Assessments
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.2 Misconduct Complaint Investigator Responsibilities 34-41 Report Format
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.2 Misconduct Complaint Investigator Responsibilities 42-46 Investigator's Findings and Recommended Disposition(s)
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.2 Misconduct Complaint Investigator Responsibilities 47 Due Date
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.1.2 Misconduct Complaint Investigator Responsibilities 48-51 Forms
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.2 Negotiated Settlement Agreements 1-2 Policy Statement
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.2 Negotiated Settlement Agreements 3-4 Eligibility and Scope
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.2 Negotiated Settlement Agreements 5 Necessity of Truthfulness
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.2 Negotiated Settlement Agreements 6-8 Participation in NSA Process
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.2 Negotiated Settlement Agreements 9-18 Presentation Meeting
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.2 Negotiated Settlement Agreements 19-22 Settlement Meeting
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.2 Negotiated Settlement Agreements 23 Extraordinary Circumstances Extension
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.2 Negotiated Settlement Agreements 24 Confidentiality
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.2 Negotiated Settlement Agreements 25 Resolution Disagreement
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.2 Negotiated Settlement Agreements 26-32 Additional Information
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.2 Negotiated Settlement Agreements 33-35 Request For Settlement Negotiations by Employees
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.2 Negotiated Settlement Agreements 36-39 Alternatives to Suspension
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.2 Negotiated Settlement Agreements 40-44 Suspensions
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.2 Negotiated Settlement Agreements 45-50 Public Integrity Bureau Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.2 Negotiated Settlement Agreements 51-52 Bureau Liaison Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.2 Negotiated Settlement Agreements 53-63 Commander's Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.2 Negotiated Settlement Agreements 64-72 Accused Employee's Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.2 Negotiated Settlement Agreements Appendix Criteria For NSA Eligibility Schedule- Offenses Allowed by Negotiated Settlement Agreement
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.8 Suspensions and Emergency Suspensions of Members 1-2 Disciplinary Suspension
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.8 Suspensions and Emergency Suspensions of Members 1-5 Disciplinary Suspension- Commander's Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.8 Suspensions and Emergency Suspensions of Members 6 Disciplinary Suspension- Public Integrity Bureau Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.8 Suspensions and Emergency Suspensions of Members 7 Disciplinary Suspension- Member's Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.8 Suspensions and Emergency Suspensions of Members 8-9 Emergency Suspensions
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.8 Suspensions and Emergency Suspensions of Members 10-21 Emergency Suspensions- Supervisor's Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.8 Suspensions and Emergency Suspensions of Members 22-23 Emergency Suspension- Commander's Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.8 Suspensions and Emergency Suspensions of Members 24-28 Emergency Suspension- Public Integrity Bureau's Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,52.8 Suspensions and Emergency Suspensions of Members 29-30 Arrest of Police Department Members
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,54.1 Media Relations and Public Affairs Division 1-7 Policy Statement
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,54.1 Media Relations and Public Affairs Division 8-12 Public Affairs Division
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,54.1 Media Relations and Public Affairs Division 13 Public Statements and Appearances
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,54.1 Media Relations and Public Affairs Division 14-19 Press Release Procedures
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,54.1 Media Relations and Public Affairs Division 20-26 Authorized Personnel to Release Media Information
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,54.1 Media Relations and Public Affairs Division 27-29 Media Access to Police Scenes
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,54.1 Media Relations and Public Affairs Division 30-38 Review of Department Records and Information
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.1 Victim and Witness Assistance 1 Policy Statement
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.1 Victim and Witness Assistance 2-4 Basic Rights For Victims and Witnesses
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.1 Victim and Witness Assistance 5-7 Crime Victim/Witness Assistance Unit and Coordinator
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.1 Victim and Witness Assistance 8-19 District Officer and Investigator Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.1 Victim and Witness Assistance 20 Arrest During Initial Investigation
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.1 Victim and Witness Assistance 21 Arrest Warrant Generated
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.1 Victim and Witness Assistance 22 Known Subject But no Arrest or Warrant Field
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.1 Victim and Witness Assistance 23 No Known Subject
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.1 Victim and Witness Assistance 24-25 Incapacitated Victim/Witness
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.1 Victim and Witness Assistance 26-28 Victim/Witness Intimidation or Retaliation
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.1 Victim and Witness Assistance 29-32 Victim/Witness Assistance Unit Coordinator Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.1 Victim and Witness Assistance 33-41 T-Visa and U-Visa For Non-Immigrant Victims/Witnesses
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.1 Victim and Witness Assistance 42-43 Records and Identification Section Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.1 Victim and Witness Assistance 44 Communications District Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.1 Victim and Witness Assistance 45-46 Education and Training Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.1 Victim and Witness Assistance 47 Emergency Notifications
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.1 Victim and Witness Assistance Appendix A 
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.2.6 Hospital Protocol For Injured Officers or Members While on Duty 1-8 Policy Statement
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.2.6 Hospital Protocol For Injured Officers or Members While on Duty 9 Duties of the Injured Member's Commanding Officer
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.2.6 Hospital Protocol For Injured Officers or Members While on Duty 10-13 Duties and Responsibilities of The Public Information Officer
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.2.6 Hospital Protocol For Injured Officers or Members While on Duty 14-15 Additional Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.2.6 Hospital Protocol For Injured Officers or Members While on Duty 16-18 Prohibitions
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.2.6.1 Officers Killed While on Duty 1-8 Policy Statement
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.2.6.1 Officers Killed While on Duty 9-14 Duties of The Deceased Officer's Commander
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.2.6.1 Officers Killed While on Duty 15-18 Duties of The Public Information Officer
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.2.6.1 Officers Killed While on Duty 19 Duties of The Employee Relations Unit
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.2.6.2 Police Funerals 1-6 Policy Statement
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.2.6.2 Police Funerals 7-16 Officer's Death-Line of Duty
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.4 Limited English Proficiency Services 1-2 Policy Statement
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.4 Limited English Proficiency Services 3-11 LEP (Language Access) Coordinator
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.4 Limited English Proficiency Services 12 Criminal Interrogations and Crime Witness Interviews
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.4 Limited English Proficiency Services 13-14 ELSA use
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.4 Limited English Proficiency Services 15 Communications Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.4 Limited English Proficiency Services 16-21 Officer Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.4 Limited English Proficiency Services 22-23 Conflicts of Interest
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.4 Limited English Proficiency Services 24 Supervisor Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.4 Limited English Proficiency Services 25-27 Ensuring Community Access and Information
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.4 Limited English Proficiency Services 28 Training
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.4 Limited English Proficiency Services 29-32 Competency of Interpreters
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.4 Limited English Proficiency Services 33-34 Translation of Additional Documents
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.4 Limited English Proficiency Services 35-38 Public Integrity Bureau Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.5 Disabilities Services 1-5 Policy Statement
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.5 Disabilities Services 6-9 General Provisions
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,"55.5 Disabilities Services 10-14 Provisions For Specific (Visual, Mobility) Impairments"
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.5 Disabilities Services 15 Special Communication Needs
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.5 Disabilities Services 16 Meetings Open to The Public
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.5 Disabilities Services 17 Community Outreach
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.5 Disabilities Services 18 Training
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.5 Disabilities Services Appendix A Communications Cards
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.5.1 Communications With Persons Who Are Deaf or Hearing Impaired 1-4 Policy Statement
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.5.1 Communications With Persons Who Are Deaf or Hearing Impaired 5-9 Persons Who Are Deaf/Hearing Impaired-General Provisions
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.5.1 Communications With Persons Who Are Deaf or Hearing Impaired 10-12 Providing Assistance Through Auxiliary Aids
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,"55.5.1 Communications With Persons Who Are Deaf or Hearing Impaired 13-16 Custodial Interrogations, Arrests and Booking"
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.5.1 Communications With Persons Who Are Deaf or Hearing Impaired 17 Community Outreach
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.5.1 Communications With Persons Who Are Deaf or Hearing Impaired 18 Training
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.5.1 Communications With Persons Who Are Deaf or Hearing Impaired Appendix A Communications Cards
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.5.2 Service Animals 1-2 Policy Statement
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.5.2 Service Animals 3-4 Use of Service Animals
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.5.2 Service Animals 5 Member Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.5.2 Service Animals 6-7 Removal of Service Animal
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.5.2 Service Animals 8-9 Service Animal Qualifications
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,55.5.2 Service Animals 10-12 Service Animal Contact
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.1.9 Speed-Measuring Devices 1-3 Policy
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.1.9 Speed-Measuring Devices 4-9 Administrative Control and Certification
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.1.9 Speed-Measuring Devices 10-15 Officer Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.2 Parking Citations 1 Policy Statement
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.2 Parking Citations 2-3 Procedure for Voiding Parking Citations
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.2 Parking Citations 4-5 Ticket Processing Unit
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.3 Traffic Citations 1-2 Policy Statement
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.3 Traffic Citations 3-7 Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.3 Traffic Citations 8-13 Voiding Traffic Citations
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.3 Traffic Citations 14-15 Correction of Traffic Citations
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.3 Traffic Citations 16 Disposition of Traffic Citations
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.3 Traffic Citations 17 Juvenile Citations
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.3 Traffic Citations 18-22 General
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.3 Traffic Citations 23-24 Traffic Laws
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.3 Traffic Citations 25 Traffic Arrest Cases
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.3 Traffic Citations 26-27 Traffic Citation (Summons) Cases
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.3 Traffic Citations 28-30 Confiscation and Non-Confiscation of Driver's License
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.3 Traffic Citations 31 Juvenile Violators
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.3 Traffic Citations 32 Compact and Non-Compact States
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.3 Traffic Citations 33 Immunity
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.3 Traffic Citations 35 Military Personnel
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.3 Traffic Citations 36-41 Officer's Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.3 Traffic Citations 42-51 Completing the Citation
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.3 Traffic Citations 52-58 Citation Processing Procedure
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.3 Traffic Citations 59-63 Impaired and Incompetent Drivers
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.3 Traffic Citations 64 Consulting with the City Attorney
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.3 Traffic Citations 65-68 Citations Issues for Insurance Violations Or No License Plate
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.3 Traffic Citations 69-75 E-Citation Process
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.4.5 Abandoned Boats 1-3 Marking Boats
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.4.5 Abandoned Boats 4-7 Investigation and Impoundment
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.4.5 Abandoned Boats 8-9 Disposition of Boat
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.9 Traffic Direction and Control  1-5 Officer Instructions
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.9 Traffic Direction and Control  6 Communications Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.9 Traffic Direction and Control  7 Using Temporary Signals And/Or Signs
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.9 Traffic Direction and Control  8 Traffic Checkpoints
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.9 Traffic Direction and Control  9-10 Manual Operation of Traffic Control Devices
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.9 Traffic Direction and Control  11 Manual Traffic Direction
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.9 Traffic Direction and Control  12 Position
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.9 Traffic Direction and Control  13 Stance
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.9 Traffic Direction and Control  14 Command Responsibility
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.9 Traffic Direction and Control  15-19 Signals
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.11 School Crossing Guards 1-6 General
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.13 Disabled Vehicles- Stranded Motorist 1-3 Officer Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.13 Disabled Vehicles- Stranded Motorist 4-11 Extent of Assistance
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.13 Disabled Vehicles- Stranded Motorist 12 Abandoned Vehicles
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.13 Disabled Vehicles- Stranded Motorist 13-14 Mechanical Repairs
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.13.1 Abandoned and Nuisance Vehicles 1-7 Marking Abandoned and Nuisance Vehicles
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,"61.13.1 Abandoned and Nuisance Vehicles 8 Abandoned Vehicle Removal, Tow and Impound"
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.2 Compulsory Motor Vehicle Liability Security 1-6 Instructions
